buy_times user_id buys
28 3257555 1148977,3050892,2195153,2138613,961818,590600,1282297,2913881,3040198,43945,2192055,358444,358444,2853729,2294403,1177710,26856,496687,2101013,1040952,2388040,437805,2261069,2298970,1982063,422373,266366,189655
28 3155926 1981544,2719327,2756883,1593307,270784,1304975,2634977,406985,2634115,1142881,1576140,1343245,967630,3009393,674546,674546,1112203,1302713,2111348,1860043,1138793,425776,2806774,1211318,2350949,757957,785674,2141315
28 1499413 1174963,235729,1193569,1664962,2554961,132047,235729,1841442,935079,713427,2035483,3111564,1161526,2990434,2990434,2178941,2884349,2884349,1161526,1349158,1349158,2564955,1203823,2430910,2430910,235729,1384632,2866361
28 9272761 2519603,1156065,559136,340768,2963636,2963636,2195190,2733639,142652,2287310,2725943,1330855,2274323,1791426,2274323,1602460,859326,2309084,2309084,2664600,114350,2307485,1917282,1776898,1776898,1917282,2028290,2079132
28 6755610 235462,174418,2581813,1868973,1585247,3022074,2418759,268875,2581813,1197118,2672087,3246544,1509355,2607429,1732321,406900,308666,972136,11144,1840239,857073,1373884,541041,524701,2817406,2845971,2097238,1417851
28 5830115 1320458,2830361,2830361,2830361,415595,1658392,2466285,2675166,2668863,2668863,732990,652152,1366219,779581,436285,1767311,675767,597538,3150078,1693371,2412286,1774763,737356,737356,2897842,2897842,1774763,1252261
28 5144294 2024451,1797015,1699915,1239744,2663342,1663696,1663696,1554820,1580639,1466707,742299,375957,786228,2884036,137471,3048936,361328,2850496,1973261,2082529,2850496,2850496,2006504,3091100,2705303,1625988,1625988,2431946
28 7013493 3266036,708451,2990986,708451,2990986,601645,2582331,2582331,2210975,2972305,2972305,2972305,2625211,401538,664505,2913986,1330517,1330517,2462435,2913986,749468,2913986,636800,2044268,1662490,370100,968223,260861
28 10677468 2696230,1335551,30945,97158,1784783,1434869,1784783,2997963,234557,97158,1660795,818647,1419737,1733755,3106917,421487,421487,2001330,3099395,928753,654369,654369,99939,2492556,2446458,1505966,635305,905945
28 12510359 339295,1872114,2604272,3227156,703803,1384468,1384468,1494430,2362398,2122879,1131674,2407680,2407680,2956687,2073623,681440,1904303,989223,1537269,1025574,1666752,491594,195670,1492484,1100628,2677539,709164,2509732
28 9983614 1278297,898983,2487510,2261032,2069380,2713145,457535,1497971,2315794,361950,3122494,2487510,3004398,2487510,2642775,1022235,328750,1071127,1623353,206235,2643239,1480993,2100595,445049,2324055,1993259,367043,1327789
28 3448520 3085886,2249481,3085886,585612,1010503,374643,2249481,48289,2222827,1556343,1536081,630868,1428153,2903531,1428153,350779,956890,350779,458935,556869,3034004,461192,461192,115014,115014,1556339,3002431,461192
28 7315110 2936627,1329209,2312669,1239674,915291,136886,1303626,1961973,834674,24792,2224242,704525,1457722,2596022,2344707,1180258,262657,2941490,2574563,609889,1249143,609889,2777328,2229288,1489598,2709152,1746677,2352139
28 6257924 463089,2587118,2911226,1715300,2911226,1715434,1821102,615833,2803847,1276382,1212111,1362536,1681414,3055216,3136141,1237110,20910,3136141,1321472,1074792,1074792,2426670,3261808,1837356,1048137,373046,2026839,3261808
28 9640159 84242,2514725,1676357,826738,582860,582860,1779866,1217113,749526,1725691,749526,2785117,93286,288778,288778,2078554,2078554,424441,1281759,1072289,1050079,765618,1863995,2924185,2062104,1140836,1187950,1372497
28 12530455 2047850,1158059,1158059,176028,1686330,1686330,84522,84522,2435085,985269,2435085,817770,462228,462228,462228,2079031,2079031,2579270,2579270,940462,2732718,1304852,2732718,1304852,1629486,1517007,660256,25295
28 10324765 1385246,1982057,3084808,2571196,3084808,363725,3084808,2552248,2695216,642054,317456,552071,1440608,1472854,1611349,2427691,128884,2522823,2207126,1547733,2523274,2203507,2469965,2320676,2850720,1695101,2408267,2168859
28 9339729 2000835,499683,1627113,3060774,657657,2847558,1421939,2900414,1082544,530136,267176,818543,818543,2848224,2968425,1243119,518385,1243119,208411,214270,1736532,767461,598755,1377284,560079,560079,829677,2968425
28 1813039 925808,2388948,1208555,2420933,1070244,3734,1429776,2487510,2277979,389407,2790627,2067942,375927,2389008,375927,1674869,1712362,1996102,2568169,2116182,922953,34915,113665,245643,484413,489997,3037101,537615
28 1892450 2381959,2161519,185489,238751,1713108,657555,1713108,1186519,2114454,1713108,296067,3243212,1058655,184259,620467,1674197,402574,1191677,124264,1469954,1103968,1014353,1048137,1543182,3127116,3127116,3127116,2995118
28 3136230 2857296,451684,2038342,1072222,2494658,1428106,967364,1023007,1857998,1934716,447412,2684466,2235934,2449057,726402,2655044,695311,1448837,2312909,1911858,504983,1613611,2780928,248979,3221116,2376110,422253,3023145
28 7563697 343945,3268055,2771024,1358203,1754708,2188459,2843313,462954,2491954,2491954,1057079,2621995,2621995,2556931,1572394,2004931,533551,704165,2947165,1003706,2707661,178136,2875951,2234880,1211318,1950191,1371469,520032
28 12302334 2661972,2797556,471738,1457218,1457722,1169799,2146167,3114922,2681867,1323100,735554,333555,243042,2558182,333555,243042,735554,2558182,1780655,259590,2087308,2345305,2270900,2577181,2465048,2465048,2543242,36147
28 10662955 1732536,1927401,1927401,1927401,638148,2016014,172563,2146110,3055571,1427238,1427238,2971477,2836040,2971477,2836040,2169492,2971477,2836040,2731338,2450123,2836040,2450123,2836040,2169492,766581,766581,572952,2246637
28 11312509 1498215,233994,1954425,1195293,1062638,2900292,3244382,1126704,1428228,2165755,3246508,2956682,1660607,3031248,791670,167322,357214,824192,818782,265408,1271299,1588748,408379,424441,2322032,2071166,1010695,2664316
28 1317686 2921547,1807083,947344,2459686,1542464,1551391,1551391,1317453,1837255,2858894,1752419,1168424,2531293,1237912,1553249,3182819,1495272,2164018,462969,1359506,392296,1627936,449985,609183,667709,2485237,1707641,3127481
28 12195627 2553091,2718349,1892990,1536231,96964,2211625,2211625,2211625,3224534,2315906,3224534,403662,508141,508141,508141,1513848,369441,2886184,992687,992687,2886184,1513848,1513848,992687,2886184,992687,2886184,3180316
28 1363351 1027648,2419358,1250582,2582595,904939,2706281,1824689,2635591,2635591,1666301,2531753,1139423,2791224,3076934,2157905,3034229,1628077,1209710,1852613,1813091,1852613,1813091,2231435,1813091,2434787,11397,260332,1818624
28 3357129 2721938,2721938,2511785,2511785,2511785,2511785,2511785,2511785,294202,294202,1240012,1049160,1049160,1240012,294202,1240012,1240012,1240012,1240012,1240012,1240012,1240012,1049160,294202,1049160,86089,1049160,1818535
28 5015024 1869062,865105,3094048,2052339,2742431,1887802,490466,1516877,1682024,672889,2159318,993547,1320360,2532611,206071,654790,1588708,2459839,1456976,2027377,206071,251104,1948409,813524,2863121,2811449,2986495,1264309
28 12600480 874855,2178091,617472,1580387,3087405,1612247,85235,2232217,118102,2855492,278703,1955129,2494276,924198,3160921,1354941,2723012,1650847,2091296,2091296,3148717,3148717,1183637,2285987,2983150,360393,2983150,2179448
28 9582794 2263098,925189,3269825,105460,105460,3150792,3150792,709170,311985,842343,2885687,971583,1265862,1265862,2830853,2830853,2801947,281148,281148,1736419,444735,1779233,2986495,2456438,1534512,1534512,2456438,385041
28 6564284 1151320,87426,2027027,188897,2235843,160380,160380,2235843,160380,2743367,2830126,1118569,720451,2290508,1482357,940748,3197241,51194,51194,1256554,323145,1464400,1785546,2505322,1464400,1836953,2769087,1836953
28 9985523 1840466,821696,495700,1419644,3012306,2590356,1301176,2235843,1301176,2590356,1640417,2590356,2060129,1306170,2738133,410867,793541,1806923,1023380,1885022,737532,1885022,737532,1885022,1885022,408234,3233902,2460693
28 6420961 2356533,1324562,2356533,1317762,2570247,2570247,2487397,404519,2487397,1576205,372346,1799641,402330,1246047,1093753,1138872,989830,2983685,2076578,3087787,1057697,2598396,496771,1987716,386831,1552044,24960,2089364
28 1401284 3120337,878923,2509321,2062601,983719,208411,208411,2622719,3229801,1279900,887140,3250665,1955120,1745594,1507790,2687031,225432,1442182,2071997,3215953,597594,1745594,1005719,1444831,2713350,2713350,1755896,1573796
27 5060610 337012,337012,729421,337012,977753,907441,297191,2075246,1395242,1147466,2514329,765351,1985698,1797015,395999,1319410,2532611,1565614,1143254,1143254,1237110,879860,849226,1933265,1608208,1237110,2376012
27 3316076 2647525,174418,957606,174418,574556,2135248,3074252,2111269,2516605,3152741,2927110,2484806,1714059,600832,2583816,130531,94020,1058655,3065474,353870,1058655,1058655,559557,825125,207370,2653290,364173
27 6412413 1817137,1817137,1733940,893628,1503952,1996509,1147850,638148,656995,2949807,2470231,2945163,2236317,820102,839187,684274,684274,913828,3215996,2057314,797117,745218,575202,1083581,703276,2352696,3041310
27 310769 2182238,1509495,966267,2951093,3140392,2743010,2743010,1906222,1636450,1331913,2389829,1896444,2254972,2826942,1043410,2443037,1656354,268763,3187718,572623,813560,1235066,268763,268763,2342953,3243118,2728285
27 1910021 2971896,1654789,638148,348411,608692,1483530,1077737,2373901,1935998,1637403,2813238,997110,61777,674523,2982963,947991,1564538,1506391,3076329,30571,3008633,2710366,546327,187331,187331,2691335,604993
27 4899798 1265320,1366727,3052267,3106377,797113,502821,162668,1404532,2092462,2092462,2481021,2092462,2092462,235347,1124201,3096998,557755,1779716,557755,3096998,1779716,2692050,235347,1733185,1733185,545454,740658
27 8905993 2469202,1730594,1388239,1388239,2491410,1941372,1494430,386605,260967,1477388,260967,1477388,913284,1851726,302875,302875,1722679,2360107,1630253,753305,1204660,1882798,1572106,1222643,104903,104903,2314391
27 734402 2262480,1570419,744043,251104,398780,1798680,1009981,1009981,474720,474720,474720,1996633,2990434,2990434,1503504,544110,1430045,2881508,175290,1737694,175290,1737694,339464,2738261,3014979,3084861,2688788
27 11972822 1642899,1078049,1315344,1577194,1577194,1315344,810964,3241446,3241446,2107287,180856,1060676,1470552,1470552,3131937,3131937,1433392,3199296,874123,2963235,1450055,206235,2756678,2756678,2492030,729689,1964558
27 8406637 1160113,3251371,720445,1073677,9896,1278519,1755216,2171881,1773678,3229911,3229911,2237749,2839287,2237749,790498,3144492,3144492,2236979,885855,2236979,885855,1385111,1385111,2840293,1802442,2116978,654082
27 10189734 1033233,930436,2418759,1732321,2581813,1593377,3190885,2522799,3088850,2418759,1127933,688694,937167,662642,2972717,2418759,2581813,972136,2607429,2668635,2499032,1131314,3120847,972136,2886783,945160,1197118
27 9134027 78865,2821685,820102,2624416,723857,1336923,3072406,2511219,2311816,300794,3072406,2405361,2055492,105101,1195078,2655344,1794001,2521561,792795,2200016,2444454,2382433,3124902,1208701,2516980,620694,129536
27 12782067 855296,2643054,971575,695008,841604,620503,1394505,962304,2482618,2202670,2198742,197988,2967053,2506352,2609300,716454,3148806,858328,847302,1245553,1840927,3252745,3089061,1641099,3249986,2072746,689571
27 8711209 3063234,1968423,2034695,2034695,1204359,2932393,1204359,1863844,2081353,2177749,187001,2190763,2190763,3228553,2542193,3044362,3044362,3228553,2579769,3228553,791396,1192299,3253384,2839923,3253384,193448,222818
27 9386078 1813103,3081855,1850213,1942573,1129389,2124022,262657,858328,2584193,3195571,107229,600080,1404396,847302,847302,666138,963121,1466558,1173022,2803368,1475441,904820,3132725,2874160,1871748,1242274,1242274
27 10057017 1194048,2103895,51367,3119304,2792071,2078024,1528063,854446,1679940,787609,2442254,2726688,1910081,1664623,3083897,2322480,741393,2504230,299969,1815448,640843,88714,369200,2477449,1780655,2746496,1101533
27 11967839 376888,1046060,833379,397924,1686023,1383679,1383679,783313,1541087,1563998,1190671,2675238,405143,2675238,2823741,3226508,153256,153256,1319544,1319544,478967,478967,2977120,2682663,1862109,1840999,1541557
27 8398744 2240782,535710,803701,2830226,1960153,3260183,2926371,2010261,2765493,1180145,1180145,379531,1265788,1815285,719381,2099893,3101220,2652987,332682,136872,3247140,1159505,3247140,3247140,235539,1585040,1585040
27 10005647 1469413,861418,910696,2815865,239317,1173273,1314293,1091417,2736213,2091524,272449,2362190,1919982,133073,2324878,1919982,1919982,2982153,2079008,3177471,712665,2456438,904420,1137138,1137138,441113,441113
27 11226430 339295,1169138,1387271,897248,2252346,789478,2002843,911090,733523,2065562,1113063,1769748,152013,3193104,2847773,1543164,2660831,1428228,331541,509813,3003327,1578835,408379,625473,629988,2071166,2988603
27 7016789 1468592,2267157,3018412,1564885,2085153,2688430,2085153,2688430,2673843,2085153,2688430,494416,3254058,418322,3179514,2587599,323938,2551608,2778541,3221464,277314,2419497,398458,741252,2937596,2029157,1149767
27 10814888 1829346,2989729,2382336,828797,1602782,2342031,1898983,2676009,1664130,2676009,3065181,3065181,1353395,1909451,1353395,1189181,2381191,1264479,2214836,614256,792204,148262,2675445,1075450,1075450,2675445,2043563
27 10373022 149453,438336,1377886,634555,149453,1377886,438336,2426052,1885095,1885095,524518,2368940,2557621,499273,649129,224432,224432,217618,2944244,565010,140016,2090265,3242879,2675043,352288,2867327,1710521
27 1248624 1218119,1288335,1328352,1998969,1499379,1499379,1998969,1499379,1499379,1499379,1499379,2589504,990835,2589504,1428646,1222621,1722873,1713313,2713145,2713145,2713145,3224903,2223196,632490,3224903,1945107,2294694
27 9040778 1956544,1090666,171522,2534645,2559640,330880,708451,525752,1071374,7211,725862,3135769,443703,1372646,3150233,3146790,1564102,1897623,2271442,850037,1566169,519514,2118746,2647433,2132900,1973082,3211891
27 9387795 1972970,289117,2742595,289117,2742595,2696376,2053574,2053574,2696376,1149260,2161633,855503,855503,2413512,493260,1934229,2020774,337693,337693,1001574,2110272,2468208,2824875,2322489,1288482,718637,718637
27 11117922 3261826,1550970,1025229,1244994,1278733,1744016,2623228,2591882,1498234,2555285,360090,2732227,360090,360090,2864879,2276588,861485,241833,615431,317045,1545228,1510623,2380634,1977512,2904909,2754825,2207924
27 9684406 524331,1207021,524331,2720947,979114,1460766,3010664,2567712,3151622,1934144,3072516,2137795,2107817,205820,205820,205820,193418,1643912,1152413,2868834,879514,2074239,641077,2830036,2830036,1907995,2070764
27 6776841 2440479,2440479,1315934,1005719,116028,1345029,1345029,1810508,2304425,923672,1776663,1534788,187733,1464005,1464005,1249438,1249438,2690012,989516,434548,434548,1016072,1766638,562083,1973673,2725587,2395084
27 1481193 1857946,422208,422208,1820677,440902,819531,819531,1295887,3046832,2354199,880297,560636,1654388,2514704,2514704,2657639,2094917,827962,827962,35701,38466,1068618,3211891,529273,1720527,843497,1746119
27 5293301 270363,2978686,1040383,3068090,1153372,1301789,2124369,2408023,116838,2771392,2771392,564656,200919,1175738,2187223,604878,2340087,1533744,502624,742214,742214,346114,742214,408714,641709,1230325,155426
27 7398436 1630701,2333209,2920498,2781811,3141229,1227041,2149397,1140257,436285,2198953,517971,2325266,1768755,1444833,1768755,3242894,1496734,2514705,133175,1690776,610183,282679,1679749,685733,2929474,1714970,3028891
27 11650136 1332474,867992,1111740,792260,740053,1364852,1419003,1827130,1343744,7882,1312487,1312487,2390468,7882,2286838,2837995,2276611,3241753,672908,2674728,505334,2124762,2216110,3228116,1839818,2013959,2064482
27 2892750 168931,543537,1058655,3074020,2624110,590474,590474,523709,83619,2277453,475054,2027506,600354,1135122,1145232,1291614,1927290,2206225,751898,2290508,1010277,2627646,1672538,1136813,181031,1672538,1727056
27 5253711 2738381,1429328,260606,423990,686425,2209533,1911672,1911672,2528956,893177,2238663,1547383,2578096,2176531,1583305,48708,1865024,1535928,1991955,3041244,1984234,259782,879514,2491358,2830716,56810,2909829
27 10808079 550407,2376737,2017562,225098,259943,293346,58481,574205,2633292,705667,705667,5895,5895,926442,926442,1816650,1816650,443108,34553,2569151,158774,1915051,1816650,961784,1823405,1823405,1873567
27 11538925 1021010,1021010,2432510,2768161,2768161,3156554,3156554,3156554,3156554,3156554,631158,469649,469649,469649,469649,1922329,397650,2603418,767407,2950487,1032333,2064210,2862833,496006,496006,2737787,2737787
27 2433812 2865645,3221770,1457607,3084636,1132103,40689,2442518,2759478,2842289,2394397,288523,2325266,317238,2422648,2825435,1449816,2206225,1714450,2206225,932649,430987,2758341,2092370,1686134,870734,1910172,3210579
27 936333 1806019,2879361,2587406,2271638,2532869,2887214,732002,635029,1490122,1836708,2200190,2200190,230051,2982351,1285185,1061835,806003,806003,1061835,2738261,1603405,674374,665295,2923568,2195659,1578745,1237554
26 601313 1385246,1385246,1954533,1954533,1954533,2263098,1901321,264755,3145708,1182144,400841,1280958,784406,2507809,350779,1182144,713833,350779,1861025,107229,1623850,1222259,1885095,1346102,1346102,1301516
26 11027915 1355921,3152863,2791443,724107,996368,1120811,1785972,1412097,2296516,1995067,2018012,344220,3238062,3238062,82078,2193658,82078,384345,1285729,1449295,1583331,1449295,1416469,1834834,282752,2398954
26 2510921 1461042,1358513,491108,2791443,1226952,1538365,1525201,9896,1297241,3128328,847102,2068019,1000262,780854,2507809,1422288,2893181,2651613,1840429,294845,294845,1038561,2005937,2666391,2659970,3227160
26 8599947 575009,1106155,1638354,1638354,2542598,2408067,1016126,324464,1611581,3242485,653082,1217788,2129145,2255926,215402,1207513,1569142,3007873,2252686,712665,407434,2729248,2729248,3254329,1622947,1897324
26 5680297 20355,320279,2380924,612682,1819182,218124,655948,1196449,2320223,2320223,1096474,2048036,601854,2703145,478467,74403,2235954,2275204,2209082,58800,277473,1376173,202162,2209082,2335901,1107893
26 2675651 1576744,810364,1340506,2507809,2065690,2893872,2893872,681255,654414,497196,46329,1604813,2024929,1992858,566354,1992858,1127380,656238,656238,1218615,1195078,1059355,268763,665937,665937,665937
26 12246048 34910,3146039,925808,1132736,1885556,1202205,1417481,3081529,2112020,2054755,634060,2443560,642727,1806923,2434331,960972,2913986,1572801,1572801,863934,2326933,2157684,1142967,41095,2561131,1060574
26 2561584 358166,2107883,1073023,2647804,3153275,3153275,1968071,1895336,2518029,3107618,3107618,1703779,385821,988264,3081500,399283,2699606,988524,2717292,3038614,2107883,843459,3262207,1521945,1615533,1115967
26 4947686 3040409,1099878,90488,104623,2238585,213934,1100219,113687,3086531,1463788,145403,2049580,2401495,2907290,805900,1942228,1367420,3151272,887568,2494392,2494392,287029,114779,1077083,1202643,2272898
26 6417428 2290719,3217008,1621720,1621720,1621720,1338796,2874185,452328,2906859,2782946,917527,2390804,2390804,2815887,2471372,2974122,1981794,1942500,1942500,614367,1942500,2753216,1236094,2633743,1572444,2771860
26 1686782 188571,2990367,188571,188571,3196167,3196167,133980,133980,2474800,648198,375124,2211747,1471259,1852486,1976736,113665,302618,2907114,954279,1519638,3116357,3116357,833258,3048339,833258,3048339
26 12686984 332782,2209402,332782,437904,437904,3236136,1126955,438659,2405361,1978392,1126955,1978392,438659,1126955,438659,901195,2212232,2796400,3155362,2212232,2212232,958221,2758453,2420033,742214,742214
26 152566 599629,2984156,1339562,1852327,1101603,1899858,2680949,1275620,2194869,2089101,56716,1550463,987450,1612158,446112,2589966,1277887,147895,2771228,2361278,2361278,744725,2211780,108234,86153,1428228
26 8036678 2025300,2437411,1198819,2437411,2616387,1888583,2372790,235347,2095045,2662501,516605,2437411,2859334,335075,2768895,2406783,3000790,2406783,1975078,1896744,1896744,2833095,767524,1321585,3178594,704918
26 3099692 3100907,420548,2981831,3152863,932409,2462713,1022418,646737,2301473,704607,432755,1495622,1474905,1659403,1245610,28532,3250422,340537,1800443,1495622,679610,2946079,363060,1581796,553594,7122
26 7873061 2543892,108384,1263088,1284173,2107663,3097867,561456,561456,1572365,1171670,2726747,2337248,905863,2021135,243623,1317748,3010447,1793043,2614859,390591,3258958,1345977,1633978,1633978,3152863,55960
26 3126822 1078122,2392895,1961947,569805,1841241,1841241,119556,486798,992293,1085805,239887,38341,113665,1374759,2097146,3171790,486798,157346,1499192,2364294,3246623,486798,511081,3246623,150822,2376681
26 3444682 1726400,2757800,1115976,2895552,1204437,2093787,3135658,2123900,2142620,2908161,1630897,2797366,689916,1040119,2953457,2885834,1293753,2369839,342443,2081823,2473089,2236686,1173354,701373,1738854,327819
26 11050088 1315422,2859833,2865645,2551761,2866801,2528146,725845,1619277,2706244,231622,1234890,1788091,581596,562768,585871,2791443,2770026,1257737,720986,1497774,1838782,1028043,2229931,2537005,1117238,2788658
26 873836 2341489,1243729,839923,3227156,1102885,2811390,3138958,2507809,1723560,2412649,2013965,756914,950753,2664199,2669954,1866166,2191803,2430459,2833886,1145205,7147,2430459,3177152,275098,2387846,831982
26 5280526 384054,2567763,1844792,1995570,779349,1244111,1816034,1869062,948150,1666659,472943,2160360,2410106,981011,2910053,2717142,1390144,2770243,1521716,261646,2980647,310496,2164239,2841001,92486,1277389
26 11386000 379432,1890433,2771228,1123125,1123125,1767311,1767311,2990434,1123125,1767311,2959080,2723141,2277636,2198171,1613841,221601,221601,2198171,1613841,2277636,1613841,221601,221601,1613841,221601,1613841
26 1584631 496721,403519,3112095,383222,765317,2765061,782095,52655,2640593,2501163,710084,2113849,489276,2758101,86048,1879345,812403,1112171,1807476,1807503,1828455,2080959,507743,106609,1162161,1807476
26 11487888 3235851,2537374,2176945,64452,238499,218619,1684879,397781,2064853,411217,433027,1835505,758439,205162,1799580,1651877,2397702,2991984,2974985,69030,219123,88493,1981244,3212780,3016923,2928339
26 10552271 1954820,2480296,2480296,2431904,2431904,1640301,1586873,1035981,2176531,2133529,3268794,3212107,3212107,660094,2195006,1543638,628265,1385111,2760536,191970,3059159,19455,1045118,2129964,1305119,1883334
26 1439202 1552914,3198106,1330943,1330943,383415,383415,1891214,2311396,2311396,1900984,2367599,3105120,3257158,3074145,3074145,3257158,3257158,3257158,376178,679301,3233971,400280,400280,1402161,1402161,2683981
26 9369187 1008479,1740226,1740226,1740226,259010,259010,259010,877470,1657472,905576,1094688,877470,1127879,1127879,700119,700119,700119,700119,2608658,1431735,1431735,1329107,2855514,3024652,1534413,2097404
26 7303164 2490918,2490918,2490918,651363,651363,2490918,2490918,579590,2900670,779632,579590,172438,172438,2239623,2038385,2038385,866844,171370,3022700,2522823,2916552,2916552,2522823,2522823,2522823,2317917
26 7265997 428892,2017562,73969,948712,267176,1111702,1111702,46837,740551,740551,1111702,1529092,3164367,740551,740551,1902591,2049246,2982597,1238172,2975223,199997,199997,569384,2250836,2326933,2326933
26 7250177 2264097,1381202,610400,271744,1818904,850037,381340,2888343,1289457,1361010,381340,473809,2888343,1361010,2214836,2330844,641648,2813429,2734173,236919,117165,2905944,2930365,1934663,2290476,913174
26 2804211 639851,1969627,2896250,2896250,1086406,1304139,1304139,1060424,912705,1609433,2226710,2919486,2402637,2540,969953,2718465,2718465,2010015,579803,2720223,579803,579803,579803,2803,2096425,2096425
26 4297334 1238720,1014389,1014389,2869198,2869198,419685,802896,2080048,2080048,802896,802896,1458124,902155,2998042,2998042,2869198,2869198,2468767,2468767,1911187,2468767,1337583,1911187,2191325,2191325,2191325
26 1722708 3084258,1076524,2268545,695705,2125414,2036392,1781082,2319605,1533028,1525216,2827518,1294572,2661460,1776544,3025879,773490,676140,676140,2666345,1568411,1035136,582527,3126222,3056931,3225647,2961334
26 959937 425995,2798174,1679393,746735,1073187,3002358,2575179,3002358,2586271,1073187,1845211,1770946,1824622,1601852,1077737,1077737,1386952,2305120,1077737,1077737,3002358,140759,402802,319113,1601852,1601852
26 9724578 158432,158432,158432,1310846,338922,2337727,338922,158432,590474,2764555,158432,590474,158432,590474,1105659,158432,17291,3046438,2592492,2656926,158432,338922,338922,1399039,1399039,342310
26 3925535 2353535,1031825,1380910,519524,468863,2257446,1142008,1142008,1147883,123421,752865,1437650,1351191,457869,2372488,2372488,1066353,696492,2154875,2514843,2154875,2154875,2154875,3006366,948243,838229
26 6204353 2174395,3252783,2902516,2714592,1747916,73050,2773184,38341,262978,1370165,1910967,3216405,899290,3150233,853492,1786566,552593,464656,1574911,464656,2767511,1290864,2009553,229901,2281737,593957
26 628194 2054374,2263098,2960248,2573688,2880598,1966110,1699365,1244090,1700835,2255080,3192440,2089027,492213,3162908,793629,2023796,1413063,2699013,3198988,1075450,126213,1075450,1297072,224637,1527195,2068826
26 2046563 56956,2798174,1051519,1630773,2990434,505140,1123125,2647425,2738327,1330684,2877112,2877112,2647425,855489,2256078,478967,2133517,399238,1262602,1426938,2680859,1654881,2680859,1426938,1654881,1262602
26 12144229 1074419,1381162,1381162,1381162,1381162,1381162,2443037,2798729,2443037,2443037,300794,2443037,2546631,3242879,682063,1671273,1679393,2227277,2227277,2227277,1817137,2636944,1873567,2636944,1284843,2040444
26 1153279 2430830,1261031,968370,1361008,2158047,1760035,2561195,863845,285142,1374564,2470127,1945551,2899834,1021687,718060,2601091,2601091,1318214,3076092,1123053,2098322,2808608,426055,426055,1560974,1126397
26 11929748 3151086,559236,2931849,1221543,1699127,1891214,951117,1365188,1366091,3054920,328750,601645,256547,1443399,447471,3011884,2668092,1486639,2668092,64949,2626177,1724650,64949,1724650,110076,2492071
26 5344924 334631,2536975,1806034,2536975,378412,2536975,2536975,2709401,857458,2568677,1098821,2688847,1534804,2374942,1534804,3137153,924685,3239001,1077935,2605459,1486107,848681,2645099,2645099,1136144,1925019
26 4778052 3086566,2912664,1632048,1294415,1294415,434931,1294415,382230,434931,2892164,364166,2659959,3260651,1938058,648011,1061239,1778639,139690,2987706,1852802,2736187,630232,1580997,3017005,2195006,2482488
26 3014506 2580065,1333574,2580065,575577,575577,575577,2032943,2032943,797337,1415116,1728180,2912482,1803033,2422648,2654097,1026339,2052985,2068716,2734173,2100359,1867767,708556,2318528,623093,15525,3143035
26 5531496 1288342,2086146,746178,3135809,3147059,3135809,3147059,3135809,3135809,875674,1404703,2521376,863425,2835022,2038276,665574,465647,75835,2202670,101235,665574,506816,1200666,1204053,2406531,1983321
26 2645034 256346,371075,2173339,923364,1865191,1864967,410550,1864967,1266074,107229,107229,107229,1556675,1266074,2045851,1556675,1266074,2653793,403609,744309,744309,1788035,2964681,2591125,770746,1047378
26 5750619 778557,778557,602041,2987435,1682757,1069549,1069549,1553162,1434055,1782601,353189,577498,2736274,871156,3005308,3005308,1346923,335728,2455491,897646,1261570,153676,2455491,274597,2003063,3230486
26 395286 1484499,673966,3104053,2865173,2981356,2028519,2239403,2786371,2010227,1965947,1238050,405328,187733,187733,1949986,1307131,1307131,1733185,454928,2002616,1849587,1849587,1754873,1849587,872692,530648
26 9762464 2359891,2857278,2550441,747773,3132770,1400281,1259054,914111,2012797,3099073,235831,1918916,2578863,751191,3044299,2773184,745859,3165826,2361278,1671273,1236297,2643239,3103817,108234,2160975,632805
26 564994 2407463,239928,95321,1675846,1395242,3046832,841043,6557,2132028,1812409,270913,2125147,2514704,1766361,340520,557770,1465562,2943991,62052,787914,1250157,1629766,1014416,1873567,3154489,62072
26 11458055 144318,1925031,1925031,1991683,45908,188058,45908,188058,624387,558034,478607,1619090,1619090,2629639,2181074,2052349,216292,614362,614362,1151941,431272,1143921,277147,431272,3258082,2453133
26 252038 3129807,3139099,2803436,3262606,850037,850037,730676,3062368,1014644,1484922,2487093,2123064,2885687,2885687,687693,2413861,1920079,2413861,546322,190991,2513043,1221499,640237,1346990,3149441,2263605
25 3678304 2243246,1019472,1605268,2259732,1209048,2895552,1604264,1711577,1198864,326511,3245968,3073756,818109,1543542,2911648,1543542,1128532,1056988,2110554,1099172,2053354,1497791,1821375,2364536,1163778
25 11331561 1730630,2097238,3216161,3216161,1378120,1378120,1378120,1174438,899686,1378120,1378120,1174438,1378120,1174438,1378120,3006947,1174438,2372,1174438,2297528,1704339,2186351,1711347,2010506,1286591
25 4566045 1282881,1241578,336453,277579,3254903,588623,1525226,1305460,2087026,2425521,172131,1938577,1587006,1094457,3101474,356588,2362228,1213714,3066717,1316338,130070,2234610,275433,1231983,313363
25 8103344 2488769,1084647,2848206,442157,1278827,249342,2848721,1701214,442157,1278827,2019526,2523044,55371,2158863,2917622,2917622,1054587,1917330,2142552,2019526,1241115,2957684,1006182,2816406,879791
25 7095243 1956327,1934144,1934144,1934144,1934144,1934144,1934144,1934144,1934144,1934144,1934144,1934144,1934144,1934144,1934144,1934144,948930,1934144,1934144,1918445,1720200,2840480,1720200,2217008,3212107
